roman_urdu,urdu
naya mobile lena hai lekin budget mein fit nahi aa raha koi accha,نیا موبائل لینا ہے لیکن بجٹ میں فٹ نہیں آ رہا کوئی اچھا
"phone gum ho gaya tha, find my device pe track kiya aur mil gaya",فون گم ہو گیا تھا، فائنڈ مائی ڈیوائس پہ ٹریک کیا اور مل گیا
phone raat ko silent pe rakhna chahiye warna neend kharab hoti hai,فون رات کو سائلنٹ پہ رکھنا چاہیے ورنہ نیند خراب ہوتی ہے
dono hath free karne ke liye phone stand pe rakh lo,دونوں ہاتھ فری کرنے کے لیے فون اسٹینڈ پہ رکھ لو
"phone charge pe lagaa do, 10% bachi hai battery, khatam ho jaayegi",فون چارج پہ لگا دو، 10٪ بچی ہے بیٹری، ختم ہو جائے گی
"fast charge support karta hai yeh phone, ek ghante mein full ho jaata hai",فاسٹ چارج سپورٹ کرتا ہے یہ فون، ایک گھنٹے میں فل ہو جاتا ہے
"charger nahi mila, kisi se maango warna phone off ho jaayega safar mein",چارجر نہیں ملا، کسی سے مانگو ورنہ فون آف ہو جائے گا سفر میں
"wireless charge bahut slow hoti hai cable se zyada, wait karna padta hai",وائرلیس چارج بہت سلو ہوتی ہے کیبل سے زیادہ، ویٹ کرنا پڑتا ہے
"battery health 70% tak aa gayi hai, ab replace karni padegi",بیٹری ہیلتھ 70٪ تک آ گئی ہے، اب ریپلیس کرنی پڑے گی
agar brightness kam rakho to battery bahut zyada time chalti hai,اگر برائٹنس کم رکھو تو بیٹری بہت زیادہ ٹائم چلتی ہے
"background apps band karo, yahi battery sabse zyada khaati hain",بیک گراؤنڈ ایپس بند کرو، یہی بیٹری سب سے زیادہ کھاتی ہیں
"battery saver mode on kar lo, kafi ghante ka extra time milega",بیٹری سیور موڈ آن کر لو، کافی گھنٹے کا ایکسٹرا ٹائم ملے گا
is phone ki battery itni buri hai ke din mein do baar charge karna padta hai,اس فون کی بیٹری اتنی بری ہے کہ دن میں دو بار چارج کرنا پڑتا ہے
raat bhar charger se laga ke soye to battery health kharab hoti hai,رات بھر چارجر سے لگا کے سوئے تو بیٹری ہیلتھ خراب ہوتی ہے
"network bahut slow hai aaj, shayad tower pe problem hai area mein",نیٹ ورک بہت سلو ہے آج، شاید ٹاور پہ پرابلم ہے ایریا میں
"network switch karo 4G pe, 5G abhi is area mein stable nahi",نیٹ ورک سوئچ کرو 4G پہ، 5G ابھی اس ایریا میں اسٹیبل نہیں
"office ka network secure hai, personal kaam ke liye apna data use karo",آفس کا نیٹ ورک سکیور ہے، پرسنل کام کے لیے اپنا ڈیٹا استعمال کرو
jab network weak hota hai to calls drop ho jaati hain baat baat pe,جب نیٹ ورک ویک ہوتا ہے تو کالز ڈراپ ہو جاتی ہیں بات بات پہ
VPN se network slow ho jaata hai lekin privacy ke liye zaroori hai,وی پی این سے نیٹ ورک سلو ہو جاتا ہے لیکن پرائیویسی کے لیے ضروری ہے
"network settings reset karo, shayad connectivity theek ho jaaye",نیٹ ورک سیٹنگز ری سیٹ کرو، شاید کنیکٹیویٹی ٹھیک ہو جائے
signal itna weak hai ke call baar baar cut ho rahi hai,سگنل اتنا ویک ہے کہ کال بار بار کٹ ہو رہی ہے
"is building ke andar signal bilkul nahi aata, wifi calling use karo",اس بلڈنگ کے اندر سگنل بالکل نہیں آتا، وائی فائی کالنگ استعمال کرو
"pahaadon pe jaoge to signal nahi milega, pehle sab bata do sabko",پہاڑوں پہ جاؤ گے تو سگنل نہیں ملے گا، پہلے سب بتا دو سب کو
"signal bar dekhte rehna bhi faltu kaam hai, kuch nahi badlega isse",سگنل بار دیکھتے رہنا بھی فالتو کام ہے، کچھ نہیں بدلے گا اس سے
"yahan signal nahi hai, bahar chalo thoda call pe baat karte hain",یہاں سگنل نہیں ہے، باہر چلو تھوڑا کال پہ بات کرتے ہیں
yeh app install karo pehle phir login karo apne account se,یہ ایپ انسٹال کرو پہلے پھر لاگ ان کرو اپنے اکاؤنٹ سے
"install karne ke liye space chahiye, purani apps delete karo",انسٹال کرنے کے لیے اسپیس چاہیے، پرانی ایپس ڈیلیٹ کرو
"antivirus install karo laptop pe, bahut zaroori hai aaj kal",اینٹی وائرس انسٹال کرو لیپ ٹاپ پہ، بہت ضروری ہے آج کل
"driver install karna padega pehle, device recognize nahi ho raha",ڈرائیور انسٹال کرنا پڑے گا پہلے، ڈیوائس ریکگنائز نہیں ہو رہا
"yeh app uninstall karo, storage waste ho rahi hai aur kaam bhi nahi aati",یہ ایپ اَن انسٹال کرو، اسٹوریج ضائع ہو رہی ہے اور کام بھی نہیں آتی
"uninstall karke dobara install karo, shayad bug fix ho jaaye update mein",اَن انسٹال کر کے دوبارہ انسٹال کرو، شاید بگ فکس ہو جائے اپڈیٹ میں
"jo apps use nahi hoti unhe uninstall karo, phone fast ho jaata hai",جو ایپس استعمال نہیں ہوتیں انہیں اَن انسٹال کرو، فون فاسٹ ہو جاتا ہے
"uninstall kiya tha lekin data abhi bhi hai phone mein, cache clear karo",اَن انسٹال کیا تھا لیکن ڈیٹا ابھی بھی ہے فون میں، کیشے کلیر کرو
"force uninstall nahi hoga yeh app, admin permissions chahiye iske liye",فورس اَن انسٹال نہیں ہو گا یہ ایپ، ایڈمن پرمیشنز چاہیے اس کے لیے
"login karo pehle account mein, warna features nahi milenge poore",لاگ ان کرو پہلے اکاؤنٹ میں، ورنہ فیچرز نہیں ملیں گے پورے
"login nahi ho raha, password reset karo warna support se contact karo",لاگ ان نہیں ہو رہا، پاسورڈ ری سیٹ کرو ورنہ سپورٹ سے کانٹیکٹ کرو
"auto login band karo public computer pe, safe nahi hota",آٹو لاگ ان بند کرو پبلک کمپیوٹر پہ، سیف نہیں ہوتا
new device pe login kiya to OTP aata hai verify karne ke liye,نئے ڈیوائس پہ لاگ ان کیا تو OTP آتا ہے ویریفائی کرنے کے لیے
"login history check karo, koi aur toh access nahi kar raha account",لاگ ان ہسٹری چیک کرو، کوئی اور تو اکسیس نہیں کر رہا اکاؤنٹ
"logout karo sab devices se, account security ke liye zaroori hai",لاگ آؤٹ کرو سب ڈیوائسز سے، اکاؤنٹ سکیورٹی کے لیے ضروری ہے
dusre ka phone use karo to kaam ke baad logout zarur karo,دوسرے کا فون استعمال کرو تو کام کے بعد لاگ آؤٹ ضرور کرو
"logout button nahi dikh raha, profile settings mein dekho",لاگ آؤٹ بٹن نہیں دکھ رہا، پروفائل سیٹنگز میں دیکھو
"app ne automatically logout kar diya, security policy hai shayad",ایپ نے آٹومیٹیکلی لاگ آؤٹ کر دیا، سکیورٹی پالیسی ہے شاید
"logout hone ke baad bhi notification aa rahe hain, kuch issue hai",لاگ آؤٹ ہونے کے بعد بھی نوٹیفکیشن آ رہے ہیں، کچھ اشو ہے
"account hack ho gaya, abhi password change karo aur logout karo sab se",اکاؤنٹ ہیک ہو گیا، ابھی پاسورڈ چینج کرو اور لاگ آؤٹ کرو سب سے
new account banana chahta hun lekin pata nahi kaunsa email use karun,نیا اکاؤنٹ بنانا چاہتا ہوں لیکن پتہ نہیں کون سا ای میل استعمال کروں
"account se linked number change karna hai, kaise hoga yeh process",اکاؤنٹ سے لنکڈ نمبر چینج کرنا ہے، کیسے ہو گا یہ پروسیس
ek se zyada account ek device pe nahi chalaa sakte is app mein,ایک سے زیادہ اکاؤنٹ ایک ڈیوائس پہ نہیں چلا سکتے اس ایپ میں
"profile picture change karo, wahi 5 saal purani photo hai abhi bhi",پروفائل پکچر چینج کرو، وہی 5 سال پرانی فوٹو ہے ابھی بھی
"profile mein sahi information daalo, public hai yeh",پروفائل میں صحیح انفارمیشن ڈالو، پبلک ہے یہ
"privacy settings mein jaao, profile ko private karo agar chahte ho",پرائیویسی سیٹنگز میں جاؤ، پروفائل کو پرائیویٹ کرو اگر چاہتے ہو
"usne apna profile delete kar diya, ab kuch bhi nahi hai uska wahan",اس نے اپنا پروفائل ڈیلیٹ کر دیا، اب کچھ بھی نہیں ہے اس کا وہاں
"yeh post share mat karo sab ke sath, kuch logo ko bura lagega",یہ پوسٹ شیئر مت کرو سب کے ساتھ، کچھ لوگوں کو برا لگے گا
"usne jo post ki thi woh viral ho gayi, hazaron likes aa gaye",اس نے جو پوسٹ کی تھی وہ وائرل ہو گئی، ہزاروں لائکس آ گئے
"koi bhi post karne se pehle do baar socho, internet pe sab rehta hai hamesha",کوئی بھی پوسٹ کرنے سے پہلے دو بار سوچو، انٹرنیٹ پہ سب رہتا ہے ہمیشہ
"aaj kal uski posts pe bahut comments aate hain, popular ho gaya hai",آج کل اس کی پوسٹس پہ بہت کمنٹس آتے ہیں، پاپولر ہو گیا ہے
post schedule kar sakte ho agar abhi upload nahi karna chahte,پوسٹ شیڈول کر سکتے ہو اگر ابھی اپ لوڈ نہیں کرنا چاہتے
"yeh article share karo apne doston ke saath, useful hai kaafi",یہ آرٹیکل شیئر کرو اپنے دوستوں کے ساتھ، یوزفل ہے کافی
share karne se pehle check karo ke fake news to nahi hai,شیئر کرنے سے پہلے چیک کرو کہ فیک نیوز تو نہیں ہے
"file share karna ho to google drive use karo, email pe bhari nahi jaayegi",فائل شیئر کرنی ہو تو گوگل ڈرائیو استعمال کرو، ای میل پہ بھاری نہیں جائے گی
"screen share karke dikhao, samjhana mushkil ho raha hai sirf baat se",اسکرین شیئر کر کے دکھاؤ، سمجھانا مشکل ہو رہا ہے صرف بات سے
"yeh photo itni achi hai ke sab ne like kiya, comments bhi bahut aaye",یہ فوٹو اتنی اچھی ہے کہ سب نے لائک کیا، کمنٹس بھی بہت آئے
post ko like karo aur share bhi karo agar useful laga,پوسٹ کو لائک کرو اور شیئر بھی کرو اگر یوزفل لگا
"likes ki fikr mat karo, content accha hoga to apne aap aayenge",لائکس کی فکر مت کرو، کانٹینٹ اچھا ہو گا تو اپنے آپ آئیں گے
"sirf likes ke liye kuch bhi post mat karo, quality matter karti hai",صرف لائکس کے لیے کچھ بھی پوسٹ مت کرو، کوالٹی میٹر کرتی ہے
"usne meri saari old posts pe like kiya, thoda awkward tha",اس نے میری ساری پرانی پوسٹس پہ لائک کیا، تھوڑا اوکورڈ تھا
"comment mat karo agar kuch constructive nahi kehna, sirf argument hoga",کمنٹ مت کرو اگر کچھ کنسٹرکٹیو نہیں کہنا، صرف آرگومنٹ ہو گا
"usne meri photo pe acha comment kiya, dil khush ho gaya",اس نے میری فوٹو پہ اچھا کمنٹ کیا، دل خوش ہو گیا
"comment section mein log pagalon jaisi baatein karte hain, ignore karo",کمنٹ سیکشن میں لوگ پاگلوں جیسی باتیں کرتے ہیں، اگنور کرو
"agar koi bura comment kare to report karo, delete ho jaayega",اگر کوئی برا کمنٹ کرے تو رپورٹ کرو، ڈیلیٹ ہو جائے گا
"is post pe 200 comments aa gaye ek hi raat mein, viral ho gayi yaar",اس پوسٹ پہ 200 کمنٹس آ گئے ایک ہی رات میں، وائرل ہو گئی یار
"notifications off kar do kuch time ke liye, kaam mein dhyan nahi lagta",نوٹیفکیشنز آف کر دو کچھ ٹائم کے لیے، کام میں دھیان نہیں لگتا
"bahut saari notifications aa rahi hain, kuch apps ki permission restrict karo",بہت ساری نوٹیفکیشنز آ رہی ہیں، کچھ ایپس کی پرمیشن ریسٹرکٹ کرو
agar important notification miss na ho to vibration on rakho,اگر اہم نوٹیفکیشن مس نہ ہو تو وائبریشن آن رکھو
raat ko notification sound band karo warna neend kharab hoti hai,رات کو نوٹیفکیشن ساؤنڈ بند کرو ورنہ نیند خراب ہوتی ہے
"usne notification dekhi lekin reply nahi kiya, kuch din hua hai yaar",اس نے نوٹیفکیشن دیکھی لیکن ریپلائی نہیں کیا، کچھ دن ہوا ہے یار
"settings mein jaao aur privacy options check karo, kafi useful hain",سیٹنگز میں جاؤ اور پرائیویسی آپشنز چیک کرو، کافی یوزفل ہیں
font size settings se badha sakte ho agar text chota lagta hai,فانٹ سائز سیٹنگز سے بڑھا سکتے ہو اگر ٹیکسٹ چھوٹا لگتا ہے
"developer settings on karo, woh hidden hoti hain normally",ڈیویلپر سیٹنگز آن کرو، وہ ہڈن ہوتی ہیں نارملی
"dark mode settings mein hota hai, wahan se on karo raat ke liye",ڈارک موڈ سیٹنگز میں ہوتا ہے، وہاں سے آن کرو رات کے لیے
"backup settings check karo, automatic on hai ke nahi",بیک اپ سیٹنگز چیک کرو، آٹومیٹک آن ہے کہ نہیں
"camera ki quality itni aachi hai is phone mein, DSLR jaisa feel aata hai",کیمرہ کی کوالٹی اتنی اچھی ہے اس فون میں، DSLR جیسا فیل آتا ہے
camera permissions de do app ko warna QR scan nahi hoga,کیمرہ پرمیشنز دے دو ایپ کو ورنہ QR اسکین نہیں ہو گا
"camera band ho gayi achanak, restart karo phone warna app clear karo",کیمرہ بند ہو گئی اچانک، ری اسٹارٹ کرو فون ورنہ ایپ کلیر کرو
front camera ki selfie quality achchi hai lekin back camera zyada better hai,فرنٹ کیمرہ کی سیلفی کوالٹی اچھی ہے لیکن بیک کیمرہ زیادہ بیٹر ہے
"surveillance camera lagwani hai ghar pe, kaafi affordable hain aaj kal",سرویلینس کیمرہ لگوانی ہے گھر پہ، کافی افورڈیبل ہیں آج کل
maine usse message kiya,میں نے اسے میسج کیا
usne mujhe message nahi kiya,اس نے مجھے میسج نہیں کیا
kal raat ka message abhi tak nahi dekha,کل رات کا میسج ابھی تک نہیں دیکھا
kya tumhara message mila use,کیا تمہارا میسج ملا اسے
message kar do jab pohonch jao,میسج کر دو جب پہنچ جاؤ
group mein message mat karo yeh baat,گروپ میں میسج مت کرو یہ بات
msg aaya tha tera subah,میسج آیا تھا تیرا صبح
usne messsage kiya lekin main so raha tha,اس نے میسج کیا لیکن میں سو رہا تھا
message kar lo abhi warna late ho jaoge,میسج کر لو ابھی ورنہ لیٹ ہو جاؤ گے
message dekha nahi abhi tak kisi ne,میسج دیکھا نہیں ابھی تک کسی نے
woh roz exercise karta hai subah,وہ روز ایکسرسائز کرتا ہے صبح
doctor ne exercise karne ko kaha hai,ڈاکٹر نے ایکسرسائز کرنے کو کہا ہے
exercise ke baad bahut bhook lagti hai,ایکسرسائز کے بعد بہت بھوک لگتی ہے
main gym mein exercize karta hun,میں جم میں ایکسرسائز کرتا ہوں
exrcise chhod di usne lazy ho gaya hai,ایکسرسائز چھوڑ دی اس نے لیزی ہو گیا ہے
aaj exercise nahi hui waqt nahi mila,آج ایکسرسائز نہیں ہوئی وقت نہیں ملا
exercise karo sehat theek rahegi,ایکسرسائز کرو صحت ٹھیک رہے گی
kal se exercise shuru kar raha hun,کل سے ایکسرسائز شروع کر رہا ہوں
bina exercise ke neend nahi aati mujhe,بنا ایکسرسائز کے نیند نہیں آتی مجھے
exercise ki routine banana mushkil hai,ایکسرسائز کی روٹین بنانا مشکل ہے
kal mera exam hai,کل میرا ایگزام ہے
exam mein bahut mushkil sawal aaye,ایگزام میں بہت مشکل سوال آئے
exam ki tayyari kar raha hun,ایگزام کی تیاری کر رہا ہوں
aaj ka exam acha gaya,آج کا ایگزام اچھا گیا
exaam mein fail ho gaya woh,ایگزام میں فیل ہو گیا وہ
exam se pehle raat bhar parhna hoga,ایگزام سے پہلے رات بھر پڑھنا ہوگا
kab hai tera exam batao,کب ہے تیرا ایگزام بتاؤ
exzam cancel ho gaya aaj,ایگزام کینسل ہو گیا آج
exam ka result kab aayega,ایگزام کا رزلٹ کب آئے گا
do din mein exam hai tension ho rahi hai,دو دن میں ایگزام ہے ٹینشن ہو رہی ہے
woh math mein fail ho gaya,وہ میتھ میں فیل ہو گیا
main fail nahi hona chahta,میں فیل نہیں ہونا چاہتا
pehli baar fail hua hai isliye udaas hai,پہلی بار فیل ہوا ہے اس لیے اداس ہے
fail ho bhi jaao to problem nahi,فیل ہو بھی جاؤ تو پرابلم نہیں
usne socha tha fail nahi hoga lekin ho gaya,اس نے سوچا تھا فیل نہیں ہوگا لیکن ہو گیا
agar fael hua to ghar wale marengy,اگر فیل ہوا تو گھر والے ماریں گے
fail hone se zindagi nahi rukti,فیل ہونے سے زندگی نہیں رکتی
fail nahi hona chahiye tha usse,فیل نہیں ہونا چاہیے تھا اسے
do baar fail hua ab pass kar gaya,دو بار فیل ہوا اب پاس کر گیا
fail hoga nahi padh lo thoda,فیل ہوگا نہیں پڑھ لو تھوڑا
usne sab photos delete kar diye,اس نے سب فوٹوز ڈیلیٹ کر دیے
galti se message delete ho gaya,غلطی سے میسج ڈیلیٹ ہو گیا
yeh file delete mat karna,یہ فائل ڈیلیٹ مت کرنا
account delete karna chahta hun,اکاؤنٹ ڈیلیٹ کرنا چاہتا ہوں
delete karo yeh sab kuch kaam ka nahi,ڈیلیٹ کرو یہ سب کچھ کام کا نہیں
usne chat history delete kar di,اس نے چیٹ ہسٹری ڈیلیٹ کر دی
delet ho gaya data wapas nahi aayega,ڈیلیٹ ہو گیا ڈیٹا واپس نہیں آئے گا
permanent delete karne se pehle soch lo,پرمننٹ ڈیلیٹ کرنے سے پہلے سوچ لو
number delete kar diya usne phone se,نمبر ڈیلیٹ کر دیا اس نے فون سے
app delete kar di kaam nahi kar rahi thi,ایپ ڈیلیٹ کر دی کام نہیں کر رہی تھی
backup lena zaroori hai data ka,بیک اپ لینا ضروری ہے ڈیٹا کا
backup nahi tha isliye sab chala gaya,بیک اپ نہیں تھا اس لیے سب چلا گیا
phone ka backup le lo pehle,فون کا بیک اپ لے لو پہلے
baackup kahan save kiya tune,بیک اپ کہاں سیو کیا تو نے
har roz backup lena chahiye,ہر روز بیک اپ لینا چاہیے
backup files cloud mein hain meri,بیک اپ فائلز کلاؤڈ میں ہیں میری
bina backup ke format mat karna,بنا بیک اپ کے فارمیٹ مت کرنا
backup liya tha na tune,بیک اپ لیا تھا نا تو نے
wifi nahi chal raha ghar mein,وائی فائی نہیں چل رہا گھر میں
wifi ka password kya hai,وائی فائی کا پاس ورڈ کیا ہے
wifi se connect nahi ho raha phone,وائی فائی سے کنیکٹ نہیں ہو رہا فون
wifee slow hai aaj,وائی فائی سلو ہے آج
wifi router restart karo,وائی فائی روٹر ری اسٹارٹ کرو
bina wifi ke kaam nahi chalta,بنا وائی فائی کے کام نہیں چلتا
wifi band ho gaya raat ko,وائی فائی بند ہو گیا رات کو
wifi on karo meeting hai abhi,وائی فائی آن کرو میٹنگ ہے ابھی
tera wifi ka signal kamzor hai,تیرا وائی فائی کا سگنل کمزور ہے
wifi nahi toh data use karo,وائی فائی نہیں تو ڈیٹا یوز کرو
uska laptop crash ho gaya,اس کا لیپ ٹاپ کریش ہو گیا
laptop charge nahi ho raha,لیپ ٹاپ چارج نہیں ہو رہا
mera lapptopp bahut slow hai,میرا لیپ ٹاپ بہت سلو ہے
laptop la ao baith ke kaam karte hain,لیپ ٹاپ لے آؤ بیٹھ کے کام کرتے ہیں
laptop ki battery khatam ho gayi,لیپ ٹاپ کی بیٹری ختم ہو گئی
naya laptop lena hai mujhe,نیا لیپ ٹاپ لینا ہے مجھے
laaptop gir gaya screen toot gayi,لیپ ٹاپ گر گیا اسکرین ٹوٹ گئی
laptop mein virus aa gaya,لیپ ٹاپ میں وائرس آ گیا
kisi ne mera laptop use kiya,کسی نے میرا لیپ ٹاپ یوز کیا
laptop band nahi ho raha hang ho gaya,لیپ ٹاپ بند نہیں ہو رہا ہینگ ہو گیا
app update kar lo,ایپ اپڈیٹ کر لو
yeh app kaam nahi kar rahi,یہ ایپ کام نہیں کر رہی
konsi app use karte ho tum,کونسی ایپ یوز کرتے ہو تم
aap delete kar di maine,ایپ ڈیلیٹ کر دی میں نے
nai app install ki hai bahut acha hai,نئی ایپ انسٹال کی ہے بہت اچھی ہے
app crash ho rahi hai baar baar,ایپ کریش ہو رہی ہے بار بار
appp store se download karo,ایپ اسٹور سے ڈاؤن لوڈ کرو
app mein login nahi ho raha,ایپ میں لاگ ان نہیں ہو رہا
yeh app free hai ya paid,یہ ایپ فری ہے یا پیڈ
app ki rating bahut kharab hai,ایپ کی ریٹنگ بہت خراب ہے
phone update karo abhi,فون اپڈیٹ کرو ابھی
update ke baad sab theek ho jayega,اپڈیٹ کے بعد سب ٹھیک ہو جائے گا
naya updaate aaya hai install karo,نیا اپڈیٹ آیا ہے انسٹال کرو
update ho raha hai wait karo,اپڈیٹ ہو رہا ہے ویٹ کرو
update karne ke baad phone slow ho gaya,اپڈیٹ کرنے کے بعد فون سلو ہو گیا
automatic update band kar do,آٹومیٹک اپڈیٹ بند کر دو
app update nahi ho rahi storage nahi hai,ایپ اپڈیٹ نہیں ہو رہی اسٹوریج نہیں ہے
system update chal raha hai abhi,سسٹم اپڈیٹ چل رہا ہے ابھی
screenshot le lo iska,اسکرین شاٹ لے لو اس کا
maine screenshot bheja tha na,میں نے اسکرین شاٹ بھیجا تھا نا
screenshoott kaisa liya tune,اسکرین شاٹ کیسے لیا تو نے
screenshot send karo mujhe bhi,اسکرین شاٹ سینڈ کرو مجھے بھی
yeh error ka screenshot le lo,یہ ایرر کا اسکرین شاٹ لے لو
screen shot se proof nahi hota,اسکرین شاٹ سے پروف نہیں ہوتا
phone mein screenshot kaise lete hain,فون میں اسکرین شاٹ کیسے لیتے ہیں
screenshott blur aa raha hai,اسکرین شاٹ بلر آ رہا ہے
maine usse email kar diya,میں نے اسے ای میل کر دیا
email aaya hai check karo,ای میل آیا ہے چیک کرو
email address kya hai tera,ای میل ایڈریس کیا ہے تیرا
emmail spam mein chali gayi,ای میل اسپیم میں چلی گئی
reply karo email ka jaldi,ریپلائی کرو ای میل کا جلدی
office email par bhejo yeh document,آفس ای میل پر بھیجو یہ ڈاکیومنٹ
e-mail nahi mili abhi tak,ای میل نہیں ملی ابھی تک
email ka subject kya likhun,ای میل کا سبجیکٹ کیا لکھوں
email mein attachment nahi tha,ای میل میں اٹیچمنٹ نہیں تھا
wrong email pe chali gayi,رانگ ای میل پے چلی گئی
mujhe kal interview dena hai,مجھے کل انٹرویو دینا ہے
interview acha gaya tha mera,انٹرویو اچھا گیا تھا میرا
interview ki tayyari kar raha hun,انٹرویو کی تیاری کر رہا ہوں
intrvieew mein kya puchha unho ne,انٹرویو میں کیا پوچھا انہوں نے
interview select ho gaya kya,انٹرویو سلیکٹ ہو گیا کیا
online interview hai ya in person,آن لائن انٹرویو ہے یا اِن پرسن
interview ke liye suit pehan lo,انٹرویو کے لیے سوٹ پہن لو
intarview cancel ho gaya unka,انٹرویو کینسل ہو گیا ان کا
pehla interview tha bahut nervous tha,پہلا انٹرویو تھا بہت نروس تھا
interview result kab aayega,انٹرویو رزلٹ کب آئے گا
woh gym join karna chahta hai,وہ جم جوائن کرنا چاہتا ہے
gym chhod di usne sust ho gaya,جم چھوڑ دی اس نے سست ہو گیا
gym mein aaj nahi gaya,جم میں آج نہیں گیا
gim ka membership kitne ka hai,جم کی ممبرشپ کتنے کی ہے
gym ke baad bahut thak jaata hun,جم کے بعد بہت تھک جاتا ہوں
naya gym khula hai ghar ke paas,نیا جم کھلا ہے گھر کے پاس
gym mein trainer hai acha,جم میں ٹرینر ہے اچھا
jim time kya hai tera,جم ٹائم کیا ہے تیرا
ticket book kar liya,ٹکٹ بک کر لیا
ticket mil gayi kya concert ki,ٹکٹ مل گئی کیا کنسرٹ کی
tiket kitne ka tha,ٹکٹ کتنے کا تھا
online ticket book karo sasti milti hai,آن لائن ٹکٹ بک کرو سستی ملتی ہے
train ka ticket nahi mila,ٹرین کا ٹکٹ نہیں ملا
ticket khatam ho gayi sab,ٹکٹ ختم ہو گئی سب
ek ticket aur chahiye mujhe,ایک ٹکٹ اور چاہیے مجھے
ticket cancel karna chahta hun,ٹکٹ کینسل کرنا چاہتا ہوں
tikket window pe line bahut lambi hai,ٹکٹ ونڈو پے لائن بہت لمبی ہے
flight ka ticket bahut mahanga tha,فلائٹ کا ٹکٹ بہت مہنگا تھا
phone restart karo theek ho jayega,فون ری اسٹارٹ کرو ٹھیک ہو جائے گا
system restart kiya maine,سسٹم ری اسٹارٹ کیا میں نے
restard ke baad bhi problem hai,ری اسٹارٹ کے بعد بھی پرابلم ہے
router restart karo wifi theek ho jayega,روٹر ری اسٹارٹ کرو وائی فائی ٹھیک ہو جائے گا
restartt ho raha hai wait karo,ری اسٹارٹ ہو رہا ہے ویٹ کرو
laptop restart kiya to theek ho gaya,لیپ ٹاپ ری اسٹارٹ کیا تو ٹھیک ہو گیا
force restart karna padega hang ho gaya,فورس ری اسٹارٹ کرنا پڑے گا ہینگ ہو گیا
restart ke baad sab data chala jaata hai,ری اسٹارٹ کے بعد سب ڈیٹا چلا جاتا ہے
app crash ho gayi bata kya hua,ایپ کریش ہو گئی بتا کیا ہوا
car crash ho gayi raat ko,کار کریش ہو گئی رات کو
system crash ho gaya sab kaam band,سسٹم کریش ہو گیا سب کام بند
krash ke baad data recover nahi hua,کریش کے بعد ڈیٹا ریکور نہیں ہوا
browser crash ho gaya kaam khatam,براؤزر کریش ہو گیا کام ختم
creash kyu ho rahi hai baar baar,کریش کیوں ہو رہی ہے بار بار
game crash hoti hai purane phone mein,گیم کریش ہوتی ہے پرانے فون میں
crash report bheja hai developer ko,کریش رپورٹ بھیجی ہے ڈویلپر کو
password bhool gaya hun,پاس ورڈ بھول گیا ہوں
passward change kar lo abhi,پاس ورڈ چینج کر لو ابھی
strong password rakho account ka,اسٹرانگ پاس ورڈ رکھو اکاؤنٹ کا
password kisi ko mat batana,پاس ورڈ کسی کو مت بتانا
paasword reset karna hai,پاس ورڈ ری سیٹ کرنا ہے
galat password dal raha hai tu,غلط پاس ورڈ ڈال رہا ہے تو
wifi ka password yaad nahi raha,وائی فائی کا پاس ورڈ یاد نہیں رہا
password save karo manager mein,پاس ورڈ سیو کرو مینیجر میں
pasword expire ho gaya,پاس ورڈ ایکسپائر ہو گیا
do not share your password with anyone,پاس ورڈ کسی کے ساتھ شیئر مت کرو
server down hai abhi,سرور ڈاؤن ہے ابھی
sarver pe load bahut zyada hai,سرور پے لوڈ بہت زیادہ ہے
server se response nahi aa raha,سرور سے ریسپانس نہیں آ رہا
server crash ho gaya raat ko,سرور کریش ہو گیا رات کو
local server pe test karo pehle,لوکل سرور پے ٹیسٹ کرو پہلے
sarvar up ho gaya site theek hai,سرور اپ ہو گیا سائٹ ٹھیک ہے
server maintenance chal raha hai,سرور مینٹیننس چل رہی ہے
database server alag hota hai,ڈیٹا بیس سرور الگ ہوتا ہے
file download kar lo yahan se,فائل ڈاؤن لوڈ کر لو یہاں سے
download ho rahi hai wait karo,ڈاؤن لوڈ ہو رہی ہے ویٹ کرو
dawnload complete ho gaya,ڈاؤن لوڈ کمپلیٹ ہو گیا
download speed bahut slow hai,ڈاؤن لوڈ اسپیڈ بہت سلو ہے
app download karo store se,ایپ ڈاؤن لوڈ کرو اسٹور سے
downlod cancel kar diya space nahi thi,ڈاؤن لوڈ کینسل کر دیا اسپیس نہیں تھی
pdf download karo baad mein parh lena,پی ڈی ایف ڈاؤن لوڈ کرو بعد میں پڑھ لینا
download link kaam nahi kar raha,ڈاؤن لوڈ لنک کام نہیں کر رہا
photo upload kar di maine,فوٹو اپ لوڈ کر دی میں نے
upload ho rahi hai abhi,اپ لوڈ ہو رہی ہے ابھی
uplod speed bahut slow hai,اپ لوڈ اسپیڈ بہت سلو ہے
document upload karo form mein,ڈاکیومنٹ اپ لوڈ کرو فارم میں
upload fail ho gayi dobara karo,اپ لوڈ فیل ہو گئی دوبارہ کرو
video upload nahi ho rahi size bari hai,ویڈیو اپ لوڈ نہیں ہو رہی سائز بڑی ہے
uplaod kar diya sab,اپ لوڈ کر دیا سب
cloud pe upload rakho backup ke liye,کلاؤڈ پے اپ لوڈ رکھو بیک اپ کے لیے
woh online hai abhi,وہ آن لائن ہے ابھی
online class mein tha aaj,آن لائن کلاس میں تھا آج
online order kar lo ghar pe aayega,آن لائن آرڈر کر لو گھر پے آئے گا
